440,1951
1174,1679
3679,1532
3428,1923
1226,1431
2095,3871
3494,1943
1161,2303
2257,2954
1469,3264
3435,3585
3598,1328
1742,3233
3848,2182
1168,3378
1527,2966
2347,3650
2809,3580
3395,2538
1054,1796
2597,3054
2550,3067
990,2520
2473,337
412,964
1058,2849
2720,3562
687,2349
1295,1461
1385,3482
828,2621
2549,3103
3673,1091
1038,435
2365,895
2346,3654
880,2021
2173,3464
3911,1158
1320,1956
2607,3425
3674,2162
524,2671
2888,2809
2619,3405
3555,649
1916,3089
3151,1174
1539,3062
1930,417
3342,3180
2345,3427
2613,3910
160,1619
1028,2056
3052,2653
2591,2986
2640,3383
2467,3111
686,2120
1989,68
2659,2787
3678,2301
3639,2717
1072,1696
1032,1782
2491,6
2106,3419
2809,3082
270,1513
2293,226
2351,246
3131,2950
2750,256
3059,3257
3763,2762
2810,46
3887,1041
970,1273
2634,3176
473,1291
2395,2980
2796,3590
3976,197
1093,1711
898,2645
1035,2026
2817,1104
2684,3782
1084,3441
3407,2616
3629,2378
1455,1396
2995,713
1854,937
3641,2265
1088,1723
1150,1760
312,1133
879,1691
3917,2062
3935,1234
3346,601
2734,3112
312,1015
1095,1820
965,2658
2310,204
3902,975
2157,3422
2957,3130
1099,1756
1618,3336
1121,1871
1842,3565
3906,2682
3162,1186
1402,1731
2931,3417
2558,2936
2112,750
2436,3736
1141,1795
2953,3297
2173,94
2416,69
3805,1576
687,797
1993,3168
2596,73
386,2728
1465,3842
2460,32
2157,3776
3984,2653
3210,2644
2439,3107
2402,3214
1828,446
2316,3347
265,1172
3659,2625
3616,2132
3622,2537
429,1954
359,1001
2203,3949
2525,3689
1300,1893
2763,3221
1467,3824
3279,2110
3577,1938
3220,3546
1229,2923
1322,2631
3966,619
1243,1976
1387,1298
2919,768
3202,2536
1005,1367
1352,3511
2601,25
3174,3071
1970,3870
692,2612
2528,3134
3575,2509
965,2532
1811,3524
2759,3221
3718,842
257,1082
1907,3358
3319,1187
645,2477
2565,2721
3737,2421
3903,2644
1939,76
2862,2855
3978,2127
1014,1823
923,2363
1212,1734
3435,2097
1185,1402
1297,1367
1369,3795
2736,394
1274,1581
1588,1379
3286,1
845,2314
2117,3963
421,1354
2005,3968
3630,2225
1198,2322
1322,1347
1470,3323
1008,765
1026,3052
3111,213
1376,3730
1259,2447
3990,1212
1069,3274
2597,24
1136,2924
3610,164
1282,2573
107,1997
1224,1393
388,1013
2089,3729
