458.00436679140955,458.62838987572496
480.4081597974789,483.06107274339547
622.5881463696526,628.0509533469399
551.6085568589377,568.1267464219582
414.59860105890374,438.2921400162225
409.78530964396464,435.82106419951754
424.09904503547284,455.51728836565576
431.4255439818092,472.42353878696605
518.9412298131649,566.6039180944657
413.40053217188773,539.2290793345626
477.03249365216203,608.1611628507693
423.14063855886025,573.0270499723377
482.80845063026806,633.1761208384283
510.06666230993767,690.8082223019642
406.7529963011951,693.3541663536753
423.8914955504533,984.8817187865759
