4084,6896
3118,6034
2864,6606
4478,5938
3118,5430
4752,5096
4558,6446
4564,6024
3272,5396
3842,7658
2794,5894
3532,5164
2358,5162
4312,8328
1122,7664
5080,4806
3774,5566
4102,6338
4498,7790
4990,4982
4706,7488
4630,5490
1208,5944
3344,5408
1582,7214
2900,6228
4692,6572
2356,5550
3586,8154
3012,4928
2458,5424
3688,8394
4206,5972
4100,7686
5062,5958
4370,6884
4522,5170
3252,5440
4438,8368
3504,5170
3440,8260
2986,5538
4650,7692
4284,7668
1674,6916
4836,5794
3246,5412
2720,5864
3804,8110
4730,6282
4324,6808
3574,5192
1312,7692
5002,5442
4490,5180
4374,7432
4572,8294
5120,6608
1156,6098
4942,5768
4430,7482
4282,7344
4658,8338
2898,5476
1828,6852
3280,5238
3864,6564
4132,4926
4782,5120
4422,6462
3218,5210
4202,5564
1386,7984
4594,6608
4996,5850
2676,5174
1498,5422
4462,8342
4124,5792
4656,8246
3084,5444
2944,4894
2860,8034
4888,5026
2424,8594
4540,6128
3508,8178
4452,8304
1980,7696
4516,7824
3082,5614
2920,5692
3628,5192
1766,4668
4052,5182
3412,4870
2434,5842
4646,8356
4696,5190
3292,5020
4382,6384
2828,7620
4104,5280
3702,5554
2770,8004
4744,8252
2320,6668
2622,7754
3038,5532
3100,5992
3894,6530
1532,7360
5072,6550
1992,7162
3638,5350
4634,5200
4114,8608
2722,4762
2176,6842
1124,6398
3272,4682
3652,5438
3596,7988
4638,4926
3814,5104
3776,8144
4360,6452
4230,6362
4450,7774
4764,8542
5094,5444
1966,7218
2708,6232
3966,8482
1480,7152
4270,6566
1210,8526
4872,6768
4696,6244
4780,6510
3206,6596
3230,6304
5038,4912
4646,5136
1142,7620
3820,5292
3654,6278
4658,6360
4220,8176
3300,4674
3720,4690
4774,5178
3878,7698
4002,6002
3380,5462
3452,5498
4866,5164
3342,6542
4978,8324
4684,5716
3104,7404
1982,6940
4734,6638
4324,6596
4796,6092
3158,5412
5032,6170
3498,5134
4630,6368
2830,7962
3598,4674
3214,5400
3064,5354
2896,5562
1774,6680
2388,6548
2448,8496
3110,5962
3894,5428
3474,8232
3668,5400
3626,5136
4760,6158
2818,6498
3000,5504
3896,7028
