9.013394555565341e-9,9.533358073920572e-7,3.946401776295701e-6,9.994955163370982e-6,1.118443759570288e-5,5.811834726419914e-6,2.094745867282775e-6,5.497299761954404e-7,7.537734956275423e-8,1.1858050665640772e-10,1.6820428591394806e-15,2.1473937323304314e-22,2.4673496759073938e-31,2.5514911493157275e-42,2.3746618293344974e-55,1.989087179720915e-70,1.499512901631571e-87,1.0173981342371008e-106,6.212637426303122e-128,3.4143294342862655e-151
5.8035028506005345e-9,6.974300619617427e-7,3.25800391872189e-6,1.3088964852404618e-5,1.4810578749664264e-5,5.486846170362821e-6,1.484615468043269e-6,3.310139728479452e-7,4.532567461704086e-8,7.130503529752304e-11,1.0114489518791332e-15,1.2912745524154057e-22,1.4836710196379928e-31,1.534267117493352e-42,1.4279358017336578e-55,1.1960813795069592e-70,9.016897189109732e-88,6.117836243240361e-107,3.735793995852841e-128,2.053110543111249e-151
1.8093249099637081e-9,2.4487848215486595e-7,1.54162613740948e-6,9.978164878597292e-6,1.0995879153832937e-5,2.744150443239516e-6,5.052701782185935e-7,8.959177995089116e-8,1.2220256245534991e-8,1.9224696768675943e-11,2.7269883472483667e-16,3.4814319115283995e-23,4.0001559887615135e-32,4.136569170096984e-43,3.849887120033919e-56,3.2247796377719315e-71,2.4310642193351568e-88,1.6494424277850665e-107,1.007215112211104e-128,5.535433614265543e-152
2.5708786171518337e-10,3.839773677229043e-8,4.5797521572421945e-7,4.247101296638656e-6,4.514705265649939e-6,7.589239627463158e-7,8.022653174353848e-8,1.0104705923521654e-8,1.3657769455036667e-9,2.148629171710216e-12,3.0477915884674013e-17,3.890987985995637e-24,4.4707348269102615e-33,4.623195671527242e-44,4.302788310147316e-57,3.60414310746954e-72,2.717054910451617e-89,1.8434830360616253e-108,1.1257040207940991e-129,6.18662269943367e-153
1.5668859768111726e-11,2.537673836729743e-9,8.372766708189602e-8,9.269527850295734e-7,1.2347139891499132e-6,4.4620716949631183e-7,5.772018386236918e-8,5.398619667042906e-10,6.007721334253779e-11,9.451110837100388e-14,1.3406230058545217e-18,1.7115172933454238e-25,1.9665288090741926e-34,2.0335913065836318e-45,1.892654675092943e-58,1.5853436911988982e-73,1.1951428487948154e-90,8.108873909571947e-110,4.951600739228265e-131,2.7212912955780642e-154
3.902806935293878e-13,7.042436624151275e-11,7.810872198306707e-9,1.9242780037744256e-7,2.350460877479502e-6,2.567412532127183e-6,4.023180575980867e-7,6.8046375035952e-10,1.0246884081632539e-12,1.5960772199038737e-15,2.264004834514982e-20,2.8903602353151716e-27,3.3210162079297914e-36,3.434269387921601e-47,3.1962597359338196e-60,2.6772819545365984e-75,2.018322209837128e-92,1.3694028563164416e-111,8.362118182197656e-133,4.5956369707939945e-156
3.8441212177678585e-15,9.118511060814967e-13,4.545532417884566e-10,3.3806176653146923e-7,7.253972895498844e-6,8.203639857916384e-6,1.2894315231405317e-6,2.156478437539994e-9,3.9021704257568636e-14,1.0246947313466368e-17,1.452885361230911e-22,1.8548378765162372e-29,2.1312037772011393e-38,2.2038820147846135e-49,2.05114350416988e-62,1.7180986351456792e-77,1.2952228016662114e-94,8.787902127436451e-114,5.366242360620915e-135,2.9491692474777306e-158
1.4687368490808225e-17,7.650259756704686e-15,2.1693969483809187e-10,4.875313119337573e-7,1.056436264974398e-5,1.1952672531232673e-5,1.8787662376486328e-6,3.1420236713348944e-9,4.738591714233079e-14,3.1304530145561445e-20,3.528823936356174e-25,4.505001655626711e-32,5.176234887143625e-41,5.3527546704409555e-52,4.981785729923773e-65,4.17289148505202e-80,3.145817178220403e-97,2.1343921244626754e-116,1.3033446738907258e-137,7.162896814555474e-161
2.1635767285323784e-20,6.045975685961134e-16,1.466057101067099e-10,3.3695670756258217e-7,7.302322754786938e-6,8.261992552441571e-6,1.2986517151408798e-6,2.1718477726441456e-9,3.2743452754620074e-14,4.465767304645616e-21,3.2929904102565234e-28,4.1347607085796667e-35,4.750822184197114e-44,4.912834557586207e-55,4.572353974601872e-68,3.829939303220866e-83,2.887275860101391e-100,1.958975524584614e-119,1.1962283251454605e-140,6.574208826961333e-164
1.876906247485012e-23,1.8053515877448506e-16,4.607726689752708e-11,1.0592472245761993e-7,2.295538903813868e-6,2.597218275499591e-6,4.082407431267064e-7,6.827363628655347e-10,1.0293141271418688e-14,1.3966772692722298e-21,1.8178897988335463e-30,1.4351062555572934e-38,1.6467794913028413e-47,1.7029377168795578e-58,1.5849168024953919e-71,1.3275733217353944e-86,1.0008175328360508e-103,6.790404334042865e-123,4.1464908068695576e-144,2.278820513644089e-167
8.42875547370486e-25,2.38268293480388e-17,6.083402969109777e-12,1.3984851507658418e-8,3.0307156039997925e-7,3.429011786239685e-7,5.3898524165025886e-8,9.013917148595472e-11,1.3589655922915294e-15,1.8439712023975552e-22,2.2520215346435213e-31,4.3508722365825185e-42,2.155594687043342e-51,2.228851549437929e-62,2.0743825223021257e-75,1.7375643259912817e-90,1.3098973995721317e-107,8.88746718295469e-127,5.4270407412596184e-148,2.9825827056159425e-171
4.3955595845185845e-26,1.2469412455069287e-18,3.1836648974817924e-13,7.318778899914816e-10,1.5860831559825265e-8,1.794525962334989e-8,2.820704826207719e-9,4.71730905399783e-12,7.111958748793411e-17,9.650168573956911e-24,1.1784875452626914e-32,1.2961942035256332e-43,1.1931998123721701e-55,1.101406064286245e-66,1.0250632675565812e-79,8.586233950849521e-95,6.472903107007613e-112,4.391772512928617e-131,2.6817908706003094e-152,1.4738535146641838e-175
8.859283671865515e-28,2.5132399120436097e-20,6.416752864324588e-15,1.4751174192228202e-11,3.196788595094249e-10,3.616910064491157e-10,5.685198146475753e-11,9.507849400250173e-14,1.4334323223324358e-18,1.9450145927997727e-25,2.3752697316329144e-34,2.6106438882668488e-45,2.602285816303007e-58,2.0777951676501974e-71,1.912399662567405e-84,1.601881135458507e-99,1.2076099297156542e-116,8.193461276939277e-136,5.003253148114517e-157,2.7496783279945184e-180
6.79380228086454e-30,1.9272952739921776e-22,4.9207309702991965e-17,1.1312039162294553e-13,2.4514792727710612e-12,2.7736523047485714e-12,4.359733214473264e-13,7.29115956216518e-16,1.0992374136064657e-20,1.491547788553494e-27,1.8214918943787938e-36,2.0019888568392783e-47,1.9803569603713973e-60,1.907775476302856e-75,1.3484088574337231e-89,1.1282840864479674e-104,8.505793053428085e-122,5.771059370867602e-141,3.5240382531028253e-162,1.936734225657087e-185
1.972748866989524e-32,5.596379481662062e-25,1.428856190776396e-19,3.2847309241063564e-16,7.11847763391537e-15,8.053986878417472e-15,1.2659565888144556e-15,2.1171688802374773e-18,3.1919082612824395e-23,4.331078663672481e-30,5.2891531470450754e-39,5.813270807705526e-50,5.750416635846357e-63,5.119824243475249e-78,7.68384236579274e-95,3.0005991981871033e-110,2.2618383622998906e-127,1.5346250823954372e-146,9.371030770933856e-168,5.150113228133788e-191
2.1650916622967804e-35,6.1420258592250025e-28,1.5681695105950944e-22,3.60499182419017e-19,7.812528412179543e-18,8.839249704061907e-18,1.3893872155441281e-18,2.323592610789728e-21,3.503118962055888e-26,4.7533583520883e-33,5.804844991123488e-42,6.380064065452072e-53,6.311081578016426e-66,5.61858453826768e-81,4.5054802643704004e-98,3.336745911277836e-116,2.270754676380747e-133,1.5406603930697016e-152,9.407884769455701e-174,5.1703673783903805e-197
8.97475938171262e-39,2.5459986365808375e-31,6.500391772050526e-26,1.4943447780324692e-22,3.2384570077612973e-21,3.664054533593087e-21,5.759301633589289e-22,9.631779081741635e-25,1.4521163384193494e-29,1.9703668074631104e-36,2.4062300895015336e-45,2.644670469360285e-56,2.6160757803961616e-69,2.329021062268106e-84,1.8661268893710934e-101,1.3571300476628628e-120,8.693875509319043e-140,5.83941739820493e-159,3.5657772668543014e-180,1.9596730731249003e-203
1.4047418176930152e-42,3.9850324677027664e-35,1.0174503588579116e-29,2.3389692252148375e-26,5.06887793880347e-25,5.735029104104691e-25,9.014538999113163e-26,1.5075794547175254e-28,2.2728726843523086e-33,3.0840455246940935e-40,3.766264794353732e-49,4.139474992386115e-60,4.094718187614558e-73,3.645416151119051e-88,2.9208856240979464e-105,2.106345932453366e-124,1.4901977543967144e-145,8.363800883707435e-166,5.102393654695071e-187,2.8041635479353087e-210
8.301450324926257e-47,2.3549914053375713e-39,6.012716006425003e-34,1.3822352684381569e-30,2.9954998051668333e-29,3.389167932504404e-29,5.327224317002724e-30,8.909178751986042e-33,1.3431749127408383e-37,1.8225449260921565e-44,2.2257086467456654e-53,2.446260628661478e-64,2.419811185295208e-77,2.1542920350941468e-92,1.726124088545085e-109,1.24475475953942e-128,8.079336148787185e-150,9.23294208979296e-173,2.756704254096156e-194,1.5148879436342156e-217
1.8521613099360492e-51,5.254291473745412e-44,1.3415149785688026e-38,3.0839462807397414e-35,6.683348843745885e-34,7.561673529036461e-34,1.1885728858337196e-34,1.9877534095681605e-37,2.9967975576332895e-42,4.066334273653725e-49,4.965844860041374e-58,5.457924956585071e-69,5.398912815627748e-82,4.806505130463714e-97,3.8512068708648016e-114,2.7772094024633325e-133,1.802456450449419e-154,1.053767532459958e-177,6.175423693746198e-202,3.0897176258167197e-225
