206.92993983471797,212.08488866489287
245.5442933566162,295.00508470194205
402.1256022687439,433.45703362617155
433.60119926033417,458.5280798380836
454.22901712682335,463.9418066956243
485.7591996040837,508.6944072820145
526.2945943100689,592.1300532822161
529.582854707363,541.2670320645808
531.0969779616524,547.5326474284433
540.8003328401343,543.6441851063985
586.0418073823744,635.0031495984882
637.7773906309317,645.5640944166582
231.87065359807826,246.48326515201796
345.39253031876643,374.86130768592267
376.3243282064023,398.07662578955825
392.58120179142554,450.8979928986156
531.6859975587095,643.60935356783
562.6944108483751,607.8725195302054
878.8520922203007,1025.694886406284
1067.465221915918,1183.3059621247583
415.01445757949205,532.6208782990017
