ROI,ECM_dim1_umap_coord1,ECM_dim1_umap_coord2
CRUK0037_R5_ROI_1,6.734361215197607,0.019710305348637228
CRUK0052_R4,-2.664238355160452,4.356075935592859
CRUK0037_R5_ROI_2,1.6803457015754644,5.274611567813761
CRUK0001_R3_ROI_1,2.9859925102958176,4.021695199226569
CRUK0009_R3_ROI_1,-1.9544489970165995,4.139092015832714
CRUK0002_R1_ROI_1,2.104999920129071,5.905078932034626
CRUK0001_R2_ROI_2,6.0901998501450425,0.19837940791301892
CRUK0024_R7_ROI_1,-1.8866260082754982,4.056683201107183
CRUK0004_R3_ROI_1,2.035242424011267,6.224366107014813
CRUK0009_R3_ROI_2,1.6303709155061177,4.402920459388717
CRUK0036_R2_ROI_2,-3.29943183451763,5.0934743150726
CRUK0006_R2_ROI_2,7.43341009401393,-1.031637382722369
CRUK0001_R2_ROI_1,6.82861550296021,0.41767375278559987
CRUK0036_R2_ROI_1,-1.560067810908272,3.941639153137608
CRUK0002_R1_ROI_2,1.9684135331358148,5.656948014033332
CRUK0047_R1,-2.001532172098532,3.892186007421467
CRUK0034_R1_ROI_2,7.663578783645135,-0.14324011827461366
CRUK0024_R8,3.1675721810110278,3.8860863161755868
CRUK0041_R2_ROI_1,14.31014244317004,-2.6051173918006314
CRUK0012_R1_ROI_2,6.079730533109113,-0.18195747161571663
CRUK0034_R1_ROI_1,7.319230192355087,-0.20000110060584056
CRUK0037_R4_ROI_1,-3.6433605941358183,5.367102975814583
CRUK0001_R1_ROI_2,8.130275389496582,-1.14151276103382
CRUK0012_R1_ROI_1,8.563908852509122,-0.9221247691904235
CRUK0052_R3,13.055079391492908,-2.428904195646953
CRUK0057_R2_ROI_1,8.059064668335553,-0.5973281555147163
CRUK0009_R4_ROI_1,14.251720355345553,-2.291311730782058
CRUK0051_R4_ROI_1,8.975330858366016,-1.0375264465612288
CRUK0024_R7_ROI_2,7.410052134321568,0.3508283894336335
CRUK0001_R3_ROI_2,7.803490694763037,-0.2925038158019545
CRUK0046_R3_ROI_1,-3.023850211080417,4.6375372369271535
CRUK0009_R2,13.913975948096118,-2.5776633070423016
CRUK0048_R2,2.4644968587281504,4.200985157650925
CRUK0034_R3,14.489022221254327,-2.5128731331593173
CRUK0036_R1_ROI_2,-3.855402773554461,5.073531763843695
CRUK0002_R2_ROI_2,3.4278034472718146,3.7012559470957935
CRUK0015_R1,13.892658210910348,-2.0353755389211776
CRUK0046_R3_ROI_2,-2.286716955910651,4.135323122219704
CRUK0041_R2_ROI_2,13.521099314510964,-2.318711659183388
CRUK0010_R1_ROI_2,1.9282948261755986,5.981266014835799
CRUK0036_R3_ROI_2,-1.4457335866943024,4.067624860676514
CRUK0010_R1_ROI_1,12.829328558573497,-2.332811904001435
CRUK0046_R4_ROI_2,-3.6896524279911582,5.0043561069972515
CRUK0010_R2,1.8143295719521841,5.247393305275814
CRUK0036_R1_ROI_1,-4.052423042483132,4.965285020842501
CRUK0001_R1_ROI_1,8.618437681115909,-1.0701677448792515
CRUK0052_R1_ROI_1,2.469308363294482,4.545734019660104
CRUK0002_R3_ROI_2,7.790547348417754,0.018748289302809033
CRUK0015_R2,2.1196873077923573,6.389769981212069
CRUK0024_R2,14.620780385083865,-2.7076672053719277
CRUK0057_R2_ROI_2,2.269951716614379,4.0576145364813625
CRUK0052_R1_ROI_2,2.184463238616542,5.24955197237645
CRUK0002_R2_ROI_1,7.660875953078082,-1.0806788276554047
CRUK0004_R3_ROI_2,-2.4533488936516568,4.489912037753794
CRUK0036_R3_ROI_1,-3.5188864172540684,5.533365876901584
CRUK0002_R3_ROI_1,3.2375160694066496,4.2350032825330395
CRUK0009_R4_ROI_2,14.113156662472418,-2.2107155229507423
CRUK0003_R6,6.280487400891797,-0.035585208271277216
CRUK0046_R4_ROI_1,-2.5274485169670426,4.273344768576548
CRUK0051_R4_ROI_2,1.832688408724099,4.101593118989878
CRUK0006_R2_ROI_1,6.26247502964599,0.1775812415218432
CRUK0024_R1,7.05222916333599,0.24939889304069382
