,ROI,ECM_dim0_umap_coord1,ECM_dim0_umap_coord2,ECM_dim1_umap_coord1,ECM_dim1_umap_coord2,ECM_dim0_PCA_coord1,ECM_dim0_PCA_coord2,ECM_dim1_PCA_coord1,ECM_dim1_PCA_coord2,ECM_dim0_entropy,ECM_dim0_number_of_points,ECM_dim1_entropy,ECM_dim1_number_of_points,cancer_dim0_umap_coord1,cancer_dim0_umap_coord2,cancer_dim1_umap_coord1,cancer_dim1_umap_coord2,cancer_dim0_PCA_coord1,cancer_dim0_PCA_coord2,cancer_dim1_PCA_coord1,cancer_dim1_PCA_coord2,cancer_dim0_entropy,cancer_dim0_number_of_points,cancer_dim1_entropy,cancer_dim1_number_of_points,leukocytes_dim0_umap_coord1,leukocytes_dim0_umap_coord2,leukocytes_dim1_umap_coord1,leukocytes_dim1_umap_coord2,leukocytes_dim0_PCA_coord1,leukocytes_dim0_PCA_coord2,leukocytes_dim1_PCA_coord1,leukocytes_dim1_PCA_coord2,ECM_leukocytes_dim0_entropy_x,ECM_leukocytes_dim0_number_of_points_x,ECM_leukocytes_dim1_entropy_x,ECM_leukocytes_dim1_number_of_points_x,ECM_cancer_dim0_umap_coord1,ECM_cancer_dim0_umap_coord2,ECM_cancer_dim1_umap_coord1,ECM_cancer_dim1_umap_coord2,ECM_cancer_dim0_PCA_coord1,ECM_cancer_dim0_PCA_coord2,ECM_cancer_dim1_PCA_coord1,ECM_cancer_dim1_PCA_coord2,ECM_cancer_dim0_entropy,ECM_cancer_dim0_number_of_points,ECM_cancer_dim1_entropy,ECM_cancer_dim1_number_of_points,ECM_leukocytes_dim0_umap_coord1,ECM_leukocytes_dim0_umap_coord2,ECM_leukocytes_dim1_umap_coord1,ECM_leukocytes_dim1_umap_coord2,ECM_leukocytes_dim0_PCA_coord1,ECM_leukocytes_dim0_PCA_coord2,ECM_leukocytes_dim1_PCA_coord1,ECM_leukocytes_dim1_PCA_coord2,ECM_leukocytes_dim0_entropy_y,ECM_leukocytes_dim0_number_of_points_y,ECM_leukocytes_dim1_entropy_y,ECM_leukocytes_dim1_number_of_points_y,cancer_leukocytes_dim0_umap_coord1,cancer_leukocytes_dim0_umap_coord2,cancer_leukocytes_dim1_umap_coord1,cancer_leukocytes_dim1_umap_coord2,cancer_leukocytes_dim0_PCA_coord1,cancer_leukocytes_dim0_PCA_coord2,cancer_leukocytes_dim1_PCA_coord1,cancer_leukocytes_dim1_PCA_coord2,cancer_leukocytes_dim0_entropy,cancer_leukocytes_dim0_number_of_points,cancer_leukocytes_dim1_entropy,cancer_leukocytes_dim1_number_of_points,combined_umap_coord1,combined_umap_coord2,combined_PCA_coord1,combined_PCA_coord2
10,CRUK0036_R2_ROI_2,10.646298433187212,-5.764836579348157,-3.29943183451763,5.0934743150726,-0.0003148970049696,-4.414616349366656e-05,-7.068133266773144e-05,2.457508727160759e-05,0.5450107569150368,452.0,0.3458911837326001,49.0,-2.1938322159455867,9.672917382339982,4.282291683229261,-5.101108299466623,0.0010263008131674,0.0006704794791537,-4.922100040160565e-05,-0.0001427405819263,0.5764601982840823,698,0.4942024057916153,139,-6.783782066551184,-3.126308925543783,2.1633190528681285,-5.349150712615229,-0.0008516562160384,-0.0003431652829289,5.874964788830032e-05,2.476619237526917e-05,,,,,0.1739301810316119,-3.817629152448306,0.1352008378962104,-0.3515092671352383,1.1687558004182408e-05,-1.645177702797065e-05,4.418751612410713e-06,6.244183926121035e-06,0.4166453075879266,56.0,0.3492847233588374,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,CRUK0006_R2_ROI_2,0.1097779103928395,-1.7704578688896124,7.43341009401393,-1.031637382722369,0.0001967566177508,5.976891981820669e-05,4.271097900442737e-05,-4.3421680284092414e-05,0.6127885787974571,1284.0,0.5521520569376517,261.0,-9.947242297820967,-6.216651648423104,7.693217818413743,7.8518307395631854,-0.0012449857947602,-0.0004232549937515,9.966318249764488e-05,3.430699572689218e-05,0.2403763470968847,11,0.0,0,8.463419128723695,-1.3529239149884815,6.468369550756242,1.0848669303611265,0.0010736685114162,9.850064698751593e-05,-0.000118699257433,-3.826917392476829e-05,0.4362269894881678,74.0,0.4126774909161498,32.0,,,,,,,,,,,,,9.385739412155742,2.0555920517174404,0.3509095757398005,-0.0865716961344235,-2.9691483704083563e-05,-2.91130891360166e-05,-2.223523399802887e-05,-2.0981570146257074e-05,0.4362269894881678,74.0,0.4126774909161498,32.0,,,,,,,,,,,,,,,,
12,CRUK0001_R2_ROI_1,1.1179693495175846,-2.969423383452628,6.82861550296021,0.4176737527855998,0.0001227339311835,7.296204296505169e-05,1.2231627997059298e-05,-3.678443275910452e-05,0.6023017776452037,1091.0,0.5248797903109799,204.0,-2.3255378189124283,-1.029385255485174,7.534706424727199,6.432024527325182,-0.0009800249077059,-6.580482106864307e-05,9.664453064334608e-05,2.826525252811829e-05,0.4337684037255606,109,0.3103969885655207,12,0.1557514273599229,4.328502811915508,-1.86944323358928,-6.942278248128533,-0.0004953798100254,0.0002203063640871,5.891189090953342e-05,2.0005720323577094e-05,0.4250081235247306,59.0,0.3769337378528187,28.0,1.20998822247046,-3.9564659691311257,-3.194924730425218,-5.1336208750838095,2.5977752423571774e-06,-2.365028506197543e-05,-1.6274201066288135e-05,-1.094112803320417e-05,0.3993125524013104,42.0,0.3700855918399828,20.0,-0.0657189402250031,-3.790067361738551,0.1564469021362947,1.9094897082847524,-1.64174442497978e-05,2.5796210108403866e-05,-9.560118759684146e-06,2.886207172525964e-05,0.4250081235247306,59.0,0.3769337378528187,28.0,-5.260670805125987,-4.309217026808723,-2.587820308303655,3.8595585886872743,3.013595977600996e-05,-4.357997693612433e-05,-2.028968575635563e-05,-3.571302097799562e-06,0.3423179331734505,29.0,0.2131754570306425,10.0,-0.0708077809610142,-4.067568329792891,-0.0013173934558271,0.0003817439324499
13,CRUK0036_R2_ROI_1,9.861675343979842,-2.5446625702048964,-1.560067810908272,3.941639153137608,-0.000151472052188,-5.0752379369722544e-05,-3.7667804442352606e-05,2.011029562944189e-05,0.591261963369609,832.0,0.4760841073783872,133.0,-1.607474676825821,9.315503481476377,4.247410841452955,-6.427362007876605,0.0013871265032582,0.0004247705769478,-0.0001330721101547,-7.824624495737159e-05,0.5892923315176849,828,0.5044208118500321,185,-6.142698636375438,-2.613285830780173,2.710968923689815,-5.745690570854241,-0.000779257731754,-0.0003124363513304,5.944634607254014e-05,2.598692669308037e-05,0.3153001645706538,24.0,0.1963716058580659,6.0,0.1043455571139274,-3.289695115501296,-2.7106343529418973,-4.575993021562154,6.066331705840458e-05,-1.773520866405195e-05,-1.2083212342587416e-05,7.047277435988832e-07,0.3755345885207483,38.0,0.3239836986249121,14.0,-7.381674763749772,-0.897603980641262,-4.662930077236478,0.1837648603226824,7.995583157393382e-05,-2.0933791431878893e-06,3.1391586058253445e-05,-2.285787932322951e-06,0.3153001645706538,24.0,0.1963716058580659,6.0,-6.808797845072192,-3.3744521656918205,-2.9656626241567112,2.969514377149024,0.0001098902479881,4.231679432206751e-07,-3.775969354322711e-05,1.1781000697700349e-05,0.325723923018679,24.0,0.206019967300266,6.0,1.1326800994683486,3.5503617938554104,0.0009614173764502,0.0010388606541035
14,CRUK0002_R1_ROI_2,8.199034431277939,-2.4580795345449125,1.9684135331358148,5.656948014033332,-0.0001006865922698,2.8996500186243805e-05,-3.623380544226103e-05,-6.76136316013824e-06,0.5809139579706046,804.0,0.4924467189182643,140.0,-0.4696322001287555,4.687541149400911,0.7766728669992874,-1.1259321205418713,0.0002517220821512,0.0005440064959427,1.4640410103971877e-05,-5.219235516226706e-05,0.5496861456028936,467,0.4640242091964084,91,-3.202073966622359,1.968452162509312,3.509153573433576,-3.6160092105272823,-0.0007163127450052,-0.0001536777881322,5.589460209486073e-05,2.068022215189374e-05,0.3602805208226852,36.0,0.318380169833304,13.0,2.011071091347695,-3.631210857158033,-1.9807721501049127,-3.19623846645418,1.893403907076159e-05,-7.013147697254756e-05,-7.016326209108833e-06,2.298976132204461e-05,0.3906894982554433,41.0,0.385755360665159,23.0,-8.72954965343878,0.7739424329998804,-4.83428474728979,-0.2857983315878232,3.796252845914169e-05,-1.7909587415582106e-05,2.7296447069429492e-05,-6.641420547897231e-06,0.3602805208226852,36.0,0.318380169833304,13.0,-4.00916575835123,-2.1462544550493967,-2.237465563478203,1.1737685834245126,5.767170522400476e-05,-4.818732262093039e-05,-2.7242970930257344e-05,-4.089817874526719e-06,0.336543303284847,20.0,0.2301777721401263,6.0,-2.232887188347386,-0.750506389323477,-0.0001657654189986,0.0007859427526886
15,CRUK0047_R1,10.741474729140116,-5.951040739185824,-2.001532172098532,3.892186007421467,-0.000320581519497,-9.609259675775812e-05,-5.585312295366313e-05,2.4986977621677135e-05,0.5677663502523865,536.0,0.4942980172875009,85.0,-9.494023899353971,-5.451274654798027,7.866278066140373,7.3567598325427825,-0.0012333231630667,-0.0003894461989444,9.966318249764488e-05,3.430699572689218e-05,0.2162502419305458,12,-0.0,1,-8.031342357883181,-3.8468514130537663,3.2541171527128108,-3.9100974094820766,-0.000779540463161,-0.0003989782667988,5.726766654794387e-05,2.162460789835134e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,CRUK0034_R1_ROI_2,2.0969839578471463,-1.6859441641035846,7.663578783645135,-0.1432401182746136,0.0001249951193632,1.6415759776650504e-05,2.6867016779649944e-05,-2.460664137047868e-05,0.6176650218364712,1322.0,0.5276164527506175,235.0,-4.442459203879838,-0.2717540786403389,4.979424936130191,4.9503434513981786,-0.0009332263176249,0.0002030593009422,9.581905796040136e-05,1.925033456446688e-05,0.4589775158160402,139,0.3682750790634218,25,10.02342507775442,-3.168509581868744,7.025672262114783,2.228758320019513,0.0034174473892069,-0.0005098000214871,-0.0004246046893545,4.265498690048413e-05,0.4730256392052058,100.0,0.4433802235435028,56.0,0.2526721160963787,-10.504095747918589,1.2524891468810109,-0.330650486035939,-0.0001049177913797,-4.297015842506535e-05,2.536575389525309e-05,1.6324900703194454e-05,0.4430041230240268,71.0,0.4172390558024715,35.0,-4.104001187178566,-5.584078222205385,1.2545652602322572,-0.2713977119470194,-9.522506609051512e-05,-1.7134380556200737e-05,-5.895049830162823e-05,-1.3879675148248508e-06,0.4730256392052058,100.0,0.4433802235435028,56.0,3.2378884944437605,-4.590727183669714,2.343930788374874,5.428323573555341,-0.0001761309350987,-9.702395732122693e-05,4.154520068402948e-05,2.7067890816338836e-05,0.4138478291148092,56.0,0.3816495133793639,23.0,4.352040581296398,0.3361871764443752,-0.0006683384261357,-0.003544194564672
17,CRUK0024_R8,4.257884230956464,-0.7587881844580723,3.167572181011028,3.8860863161755863,2.0521590668701564e-05,5.2667428220862526e-05,-1.6543185538282137e-05,-2.427261913378417e-05,0.5927411928893973,906.0,0.4992647366908476,147.0,-4.563251451572381,-0.6703048373291417,4.608544254523945,4.732912413417096,-0.0008628124517041,7.682338801141177e-05,9.38061998398037e-05,1.4201097123378587e-05,0.4641911109720757,154,0.3747677241188788,30,-6.295831359905618,-1.3454542546848411,2.587882575964524,-5.779665850239466,-0.0008357086050881,-0.0002833153972307,5.887150601132603e-05,2.508751736967825e-05,0.3555471638027429,28.0,0.3006170646895111,12.0,2.560114207428901,-3.566705295746499,1.3472992691906225,1.3486407906968416,-1.6484190207734952e-05,-5.2808339476438266e-05,2.1948129091389644e-05,9.079803706887711e-06,0.4132250297333055,51.0,0.3766912666054097,23.0,-4.388282742250801,0.8794602632205324,-5.751346998355035,-0.4777821654891351,5.758222474291578e-05,4.211529024871793e-05,3.291416404154938e-05,-2.4998059467706348e-06,0.3555471638027429,28.0,0.3006170646895111,12.0,-5.915586482981617,-3.4704522638412025,-2.2984024367501927,1.233942553664522,0.0001076665943801,2.9447747291692612e-05,-2.8755369310606637e-05,-8.077858228193562e-06,0.2842590117467747,17.0,0.2525116241205078,7.0,-1.4809739103377664,-3.799887309629401,-0.0012652349645378,0.0007113280577693
18,CRUK0041_R2_ROI_1,-9.419854368194954,-6.297067964193763,14.31014244317004,-2.6051173918006314,0.0002574335793675,-8.977535245450672e-05,8.98022816691752e-05,3.28940357890758e-05,0.6476779439354623,2017.0,0.5711322452322599,432.0,0.7793373759457588,1.563595558259303,2.506042523304889,3.2553228933088905,-0.0004292875486374,5.923483457381255e-05,6.487873977854848e-05,-1.1630896930004103e-05,0.5070690940249609,262,0.4106667742379434,42,-6.248956046349834,-1.2209055642543762,-1.5099369728547278,-7.033234142978066,-0.0008332626013997,-0.000266644589562,5.562954868272762e-05,2.1490090812130733e-05,0.3609528261365334,29.0,0.339532022556018,18.0,-0.2376611649719846,-5.45950767104615,-2.7625938407286177,-5.113629214014685,-1.3671731645969806e-05,1.528596498526018e-05,-5.357474312041729e-06,-8.864644995905093e-06,0.418843273746455,54.0,0.4127478601497108,30.0,-4.155873145065646,0.7427510330068716,-6.195647831661019,1.10338606330132,5.123929904068263e-05,4.103309009485041e-05,1.79627017804903e-05,1.088515179783949e-05,0.3609528261365334,29.0,0.339532022556018,18.0,-4.468613643015879,-2.3536888184194185,-0.4962861636320432,2.9809149198529545,3.520218257638433e-05,-3.279708065203947e-05,-1.4807504648319674e-05,-4.32461668359244e-06,0.3308844558141469,20.0,0.1930891629869763,11.0,-1.6026295141210236,-1.6935330230525485,-0.0008457073543143,0.0007700273631828
19,CRUK0012_R1_ROI_2,1.098363219873708,-2.821819930796857,6.079730533109113,-0.1819574716157166,0.0001348806533042,6.567320011278216e-05,2.7294102802388933e-05,-4.672530749310812e-05,0.6044384742705284,1091.0,0.528037346134528,209.0,-0.3747496337066145,4.436197181884035,0.7374506783885583,-0.7111413822493438,-1.256343769828052e-06,0.0005706910985947,4.106750203420664e-05,-4.117714513361213e-05,0.5387363735671156,408,0.4501233357697372,73,9.051776693989138,-2.2430526566094837,6.543280383138691,1.6022143538971838,0.0016449884167063,0.0001677653112216,-0.0001331464146075,-9.969615573489392e-05,0.4342099834069357,75.0,0.4546389993652699,40.0,0.1954748667261672,-10.150230378764402,-0.7418218814311983,-1.8674809193423116,-5.802395385147475e-05,-2.266904212540897e-05,1.066987615260722e-05,9.13740099670473e-06,0.4296437418862466,63.0,0.372982585377414,30.0,9.779515647047818,2.1215920080639314,-1.728867147961468,0.5598319703620854,-2.4359539299757773e-05,-1.1217722850204624e-05,-1.305334708795707e-05,-1.7674060054745943e-05,0.4342099834069357,75.0,0.4546389993652699,40.0,-1.5293759035510957,-4.420266167026019,-0.4975519793303068,3.802875877358466,7.38496071218818e-06,1.623651028559007e-05,-1.00795470882959e-05,-1.104677068765118e-05,0.4006890038761946,60.0,0.3484729384511227,23.0,3.8330129912874336,0.8134391507680476,-6.124911663392014e-05,-0.0015881530659531
20,CRUK0034_R1_ROI_1,2.6420649514186567,-1.378731437762925,7.319230192355087,-0.2000011006058405,0.0001042528626472,1.8959300913954937e-05,1.6077641782727414e-05,-2.3268747683569695e-05,0.6144432635648557,1288.0,0.5193433662258412,220.0,-0.1803521617728366,3.4920082819606963,0.8427997581546539,-0.2935449050964365,-0.0006620668508044,0.0005427173962693,8.047274034423194e-05,-2.7600510522865177e-05,0.4937818406696234,215,0.3932705416205716,42,10.10526590755349,-3.2499156190927923,6.849708033305861,2.084602869774379,0.0039810767944562,-0.0010431813068136,-0.0004929772138799,0.0001677911425633,0.4766959311413448,117.0,0.457915344037817,63.0,0.1512608591988461,-10.629275766592032,1.3444692735649422,0.761008013137993,-0.0001059541181978,-4.3879358526775737e-05,3.978221940678584e-05,-5.2009596246824816e-08,0.4399957812429511,71.0,0.4224616326009111,32.0,-4.1471842054963775,-5.700588772794104,1.6348577741428976,-0.8532524863993057,-0.0001053958622319,-1.1762243282711818e-05,-6.616018260728326e-05,-2.5023900464569504e-05,0.4766959311413448,117.0,0.457915344037817,63.0,3.447716386584456,-5.156477479800111,2.382862844441854,6.259062905898346,-0.0001860011058856,1.407587045485322e-05,0.0001305946079217,-4.502732572710862e-06,0.4417975616827067,66.0,0.4115974803605427,35.0,4.445337679669997,0.427151126091552,-0.0003282424871419,-0.0040852307890324
21,CRUK0037_R4_ROI_1,10.344480120990092,-3.2085571696341724,-3.643360594135818,5.367102975814583,-0.0002160462573798,-3.4731927680714083e-05,-6.513320828058865e-05,2.446006082499152e-05,0.5731106041402917,645.0,0.3859277228367557,71.0,2.882086714629899,4.702697113050929,2.6441693044012515,3.420384815057487,-4.3833618824718605e-05,-0.0001468966819395,6.2286651081705e-05,5.720240552421933e-06,0.5753395101519297,603,0.4333543355188397,65,-7.9948864852055,-3.8269795220773535,2.480380014706611,-4.785416745390374,-0.000827266187952,-0.0003486155419669,5.874937903990665e-05,2.476557620992833e-05,,,,,-0.9079487622665636,-5.576730855552637,-3.556328515192816,-4.958580060120812,-1.4552706303850334e-05,9.15472420135649e-05,-1.2597140625704591e-05,-2.4170422368475004e-05,0.4329816029876963,70.0,0.3406493612339029,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,CRUK0001_R1_ROI_2,0.1135214052572831,-1.4882535467960762,8.130275389496582,-1.14151276103382,0.0002199734348944,1.4555737745300565e-05,5.914130839686878e-05,-2.025504941477598e-05,0.6260895621577529,1555.0,0.5538490661631879,309.0,2.7798888750312964,4.882427771885312,2.8311396340487343,3.302100914041963,4.736062838561503e-06,7.952590318807515e-05,4.6731614029940273e-05,8.317490979884489e-06,0.5619053211945295,568,0.4563694239684293,98,3.718138331727128,1.6875106031182043,5.350349615522055,0.54693384566517,0.000688987606338,0.0004451089324773,-4.501482358794372e-05,-3.6921966495040935e-05,0.4612632780365622,84.0,0.4122618961773031,36.0,-0.0392004331182301,-5.361696671961745,0.1919775843411748,2.222266373168078,-1.1976989397990616e-05,1.7427576916590026e-05,2.0342531736545426e-06,-1.0031451526534696e-05,0.4087361349183196,59.0,0.4106184883696281,29.0,8.987643892892997,1.99802570564978,0.6682284583734602,0.2585181393190287,-3.825389926982499e-05,-2.901674731605872e-05,-3.513535251490927e-05,-9.758171360831089e-06,0.4612632780365622,84.0,0.4122618961773031,36.0,0.6246199380476548,-3.434745935087189,-1.0332554902990985,4.246456984689994,-5.473220209259496e-05,8.334402490522225e-05,-6.607571002700523e-06,-2.025029275403365e-05,0.3793306803059485,54.0,0.3518133431125005,17.0,3.4068742629423894,1.0511509858471155,-0.0001780924020008,-0.000645047980506
23,CRUK0012_R1_ROI_1,-8.536155877445621,-6.224928989331652,8.563908852509122,-0.9221247691904236,0.0002312609143481,-3.248907919339066e-05,4.6542567001873664e-05,7.449207556582383e-06,0.6360314797959693,1714.0,0.5411048141592009,334.0,-0.3657455433070415,3.4957985268553493,0.618582140038265,-0.0380984080478427,-0.0005666260180704,0.0005001503872138,8.637740724779936e-05,-1.4345979071750354e-05,0.5020891599289014,239,0.3895657518750616,47,3.5311800139085,2.3930150285087888,4.179537825345442,-0.0072441583302244,0.0003642001292435,0.0007349211649216,-2.033016513133305e-06,-0.0001150365360315,0.4666014224330165,99.0,0.4472779956624475,61.0,0.0059487186023691,-9.345653667666811,1.0959348313026274,-0.6009883547486393,-0.000142947301834,2.908973551894539e-05,2.1825959506003404e-05,4.525210138917856e-06,0.4625703488797557,89.0,0.432806206432749,46.0,-4.308700750723502,-5.972894856690956,1.3999612925840352,-0.4799490444694048,-0.0001023035500401,5.328233169629997e-06,-6.081266107883594e-05,3.467333421298481e-06,0.4666014224330165,99.0,0.4472779956624475,61.0,-2.9010087216655616,-3.208584600923841,2.708701191833133,5.411217829220926,-5.929654581132711e-05,-0.0001167433092809,4.29428716415805e-05,2.095056754219257e-05,0.3912002272474679,44.0,0.3691878992797128,21.0,3.5652163708921383,-0.3896230458994643,-0.0008169479312293,-0.0004128087008492
24,CRUK0052_R3,4.171120020427547,-1.965580982365389,13.055079391492908,-2.428904195646953,3.283889198555728e-05,-7.826770959135855e-05,4.486481251242437e-05,5.111013943612689e-05,0.6272969418870453,1450.0,0.5868905940001823,313.0,-0.5925051552047605,9.68047407937379,5.137857388428957,-7.599397449507153,0.0014562664849881,-0.0001435342504659,-0.0001364517902452,-6.4130684753690935e-06,0.6177358836355124,1243,0.5507310203517966,294,-3.9693302810497286,2.41923643003031,0.5409271875834379,-4.580570277826373,-0.0005382203124628,4.26375241481536e-05,5.3811173164779286e-05,1.1691597696342728e-05,0.4024116149359373,47.0,0.340347038814213,15.0,-0.4191023583521878,-1.217262535726454,-4.180479252972671,-3.8605526911253287,8.779027626123238e-05,7.396891368700024e-06,-2.870408991527945e-05,-6.31361744919655e-06,0.3616449460441239,35.0,0.3167397721261779,13.0,-9.368940063196762,1.9633865830265869,-3.118444518984566,0.2331956885159759,1.422782003087193e-05,-3.916253638285045e-06,1.4497748937542414e-05,-7.2118406355351345e-06,0.4024116149359373,47.0,0.340347038814213,15.0,-2.3514376578024536,-3.758053896345189,1.7682561641605314,4.371613778574437,9.476694267412924e-07,-7.776758914595898e-05,3.885772818706267e-06,2.5732591697986875e-05,0.3569616366271298,32.0,0.2807599687666469,10.0,1.7205488234199626,4.126840651661111,0.0010888650420873,0.0007962112929781
25,CRUK0057_R2_ROI_1,0.2126891426874425,-1.5605938892039386,8.059064668335553,-0.5973281555147163,0.0002124707215548,4.0773930172661617e-05,3.929145322244961e-05,-9.267659142025488e-06,0.6193602778965935,1419.0,0.5617039142550877,302.0,-2.6378664451856144,-1.4760638636373191,8.178422334704754,6.268993831258042,-0.0010563575646405,-5.820981081456836e-05,9.809993512948e-05,3.2408439975125674e-05,0.4240977237083201,94,0.2640447092221079,9,8.64724381812118,-1.981546042295412,6.385429979244811,1.437186024549106,0.0014544368328488,0.0003416193336038,-9.860579698961507e-05,-0.0001145241156552,0.4696296550135743,97.0,0.4409150499279871,49.0,1.3466911295007722,-3.585398861178822,-1.2822460154261537,-3.2942242723138886,-4.744404638084857e-06,-4.76534571891309e-05,-1.4724969924911088e-05,1.277389916343328e-05,0.410685954323121,51.0,0.3583801520551917,22.0,-4.474413319105368,-5.797775785746876,1.1669044370166897,-0.1911950023683231,-9.793810267334676e-05,-1.4688580559670104e-05,-5.371535612289516e-05,-8.090770817405183e-06,0.4696296550135743,97.0,0.4409150499279871,49.0,-2.6488139470074863,-3.4301272102808835,0.1724375553179433,1.969062992251794,-4.210245389016766e-05,-7.350938568840671e-05,-1.1702391465417347e-05,4.124419770097492e-05,0.3773528032826351,44.0,0.3237890430710362,16.0,4.235884016229067,-0.4711073666893506,-0.0010904180215755,-0.0015619979440974
26,CRUK0009_R4_ROI_1,-8.964003120275878,-5.836931960369936,14.251720355345553,-2.291311730782058,0.0002502000007759,-4.374213164680257e-05,8.432383822240476e-05,4.0462062364290056e-05,0.6388426068013299,1932.0,0.5818825982497992,432.0,4.310936187315658,5.604112591852145,5.933911663720502,-8.540649846163605,0.0004688032621114,-0.0001570747177412,-3.958233975845578e-05,8.831490296761238e-06,0.5875299228101392,794,0.4796151464559389,161,8.268485486378806,-1.1382305690087091,6.082374076393136,0.5965517967945032,0.0009259813406932,-8.698731884558879e-05,-9.434877208374928e-05,3.3491563807359484e-05,0.4291676917030214,64.0,0.4158555661430265,25.0,-0.7779335897643913,-4.843706268779248,-3.472794931213793,-4.837502301848123,1.5127128915673092e-05,2.1726029667053067e-05,-1.4796335459327714e-05,-1.6168072061388356e-05,0.3851307876820414,39.0,0.3883122090051173,17.0,9.897856936612346,2.0695770395516604,-1.9576950179895087,0.5320429678187206,-1.4487614247775075e-05,-2.634677112478278e-05,3.426480611267872e-06,-2.155600289037946e-05,0.4291676917030214,64.0,0.4158555661430265,25.0,0.4790782805183094,-3.211247176533316,-1.0332440279620327,4.670921962593668,-1.799799317476045e-05,0.0001422431970674,-9.08215099637998e-06,-3.341577536893996e-05,0.4027682807747304,56.0,0.3843843052800508,21.0,3.53831511833673,1.5823863889455083,0.0003326124553168,-0.0008259235358175
27,CRUK0051_R4_ROI_1,-8.565894374370677,-6.009193317177406,8.975330858366016,-1.0375264465612288,0.0002241064642341,-4.2595106486359e-05,6.03543544424672e-05,1.171443647481886e-05,0.6372868847334379,1766.0,0.5513697294602266,359.0,-4.621587889748653,-0.6319798608885497,5.307804085317849,5.006799797102663,-0.0009845244459574,0.0001344443163031,9.961151786264172e-05,2.3284491802559397e-05,0.4503392410781187,126,0.2851675932724316,16,3.825530724624221,1.561131012248689,5.0069857412894905,0.2600711570287721,0.00089641289785,0.000573756335299,-4.262789109846424e-05,-4.251375607664196e-05,0.4567115674834973,84.0,0.3553792435441715,36.0,-0.2842834234972056,-8.838610964669998,0.3907239823913354,0.3805023788471292,-8.652193038604388e-05,3.191032549773427e-05,1.3346346062337168e-05,-1.31381823855268e-05,0.4260546367060955,64.0,0.455847477285993,38.0,9.140035514631776,1.390486730482383,-2.4398844700118487,-0.1695034542956801,-5.249007431587352e-05,-1.0249906915730163e-05,-1.2892489712794551e-05,5.067584526366366e-06,0.4567115674834973,84.0,0.3553792435441715,36.0,-0.6128315413884772,-4.285816900480929,0.4079715745471597,4.1328055053072745,-6.996806993791939e-05,-6.631629151623768e-06,1.0185533832767975e-05,1.7939867965269132e-05,0.3740346345784167,44.0,0.3546630773797181,15.0,4.024661212280844,-0.4494858453166698,-0.0011201309793745,-0.0010033793447206
28,CRUK0024_R7_ROI_2,2.8951656805848405,-1.2124700690323624,7.410052134321568,0.3508283894336335,9.22349781297208e-05,2.5144495588862806e-05,6.9780793703165376e-06,-2.339600694171945e-05,0.6097535310700394,1158.0,0.5169340838509846,198.0,-0.5044394378504197,4.777712813335074,0.6421846632214401,-1.307545732620441,0.0004427125382201,0.000601933782171,6.367562928408231e-07,-7.625212977893311e-05,0.558629405525085,534,0.4744370320322987,109,0.9424093972931632,5.027897591853808,3.750028534210341,-1.380464671433527,-0.0004313487986517,0.0005466999068879,4.7848394433697055e-05,-4.7777547454924486e-05,0.44213069165406,73.0,0.4079426352209805,42.0,-0.3105549154339205,-10.201938338134092,0.7705140706448785,1.6642046187258897,-6.925579124900535e-05,-8.64379917915024e-06,2.4547649871476847e-05,-2.236235455833439e-06,0.4488029949125581,82.0,0.3998839219413472,35.0,-0.1590923689267876,-2.664699874062228,0.7528588126727844,1.047014996346829,-6.667709723513429e-05,3.831676596801177e-05,-3.596268335364548e-05,1.9175877688590204e-05,0.44213069165406,73.0,0.4079426352209805,42.0,3.3390669074977977,-5.286518418490126,2.848573614677803,5.798836638975332,-0.0001048247165142,-1.0675842901149185e-05,6.211513969092728e-05,-9.133471640681896e-07,0.4161514434409072,52.0,0.3796169887360746,23.0,-1.906763745516352,-0.3568928505730491,5.425187139691684e-05,0.0005434614048234
